Categoría,Página,Posición,Descripción,Precio Normal,Precio Descuento,Imagen URL,Tallas
Outlet,1,18,Chaleco para niña con bolsillos de parche,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/857806/42280001-Amarillo-11-0604_1.jpg?v=638545062071670000,"L, M, S"
Outlet,1,19,Buzo para niño cerrado con bolsillo,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/857569/41531221-Gris-Jaspe_1.jpg?v=638545061026530000,"2T, 3T, 4T, 5T, 6"
Outlet,1,20,Chaqueta para niña en denim silueta trucker,155990.0,93594.0,https://offcorss.vtexassets.com/arquivos/ids/858343/52170521-Fucsia-18-2436_1.jpg?v=638550370255900000,"10, 12, 14, 16, 8"
Outlet,1,21,Sudadera para niña con bolsillos,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/857776/42264241-Verde-12-0741_1.jpg?v=638545061934870000,"2T, 3T, 4T, 5T, 6"
Outlet,1,22,Sudadera para niña con bolsillos,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/857786/42264242-Rosado-15-1919_1.jpg?v=638545061985030000,"2T, 3T, 4T, 5T, 6"
Outlet,1,23,Conjunto para niña de camisa manga sisa + pantalón,145990.0,87594.0,https://offcorss.vtexassets.com/arquivos/ids/857614/42122671-Naranja-12-0822_1.jpg?v=638545061227970000,"2T, 3T, 4T, 5T, 6"
Outlet,1,24,Buzo para niño oversize con estampado en espalda,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/858011/51532411-Naranja-14-1241_1.jpg?v=638545063063000000,"10, 12, 14, 16, 8"
Outlet,2,1,Pantalón para niña silueta slouchy,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/857796/42264251-Arena-12-0602_1.jpg?v=638545062029200000,"2T, 3T, 4T, 5T, 6"
Outlet,2,2,Vestido para niña manga larga con cuello,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/857746/42250311-Naranja-12-0822_1.jpg?v=638545061801400000,"2T, 3T, 4T, 5T, 6"
Outlet,2,3,Conjunto para niña de camiseta manga corta + short deportivo,135990.0,81594.0,https://offcorss.vtexassets.com/arquivos/ids/858021/52121561-Violeta-18-2929_1.jpg?v=638545063115900000,"L, M, S, XS"
Outlet,2,4,Chaqueta para niña rompevientos,139990.0,83994.0,https://offcorss.vtexassets.com/arquivos/ids/858029/52170531-Morado-17-3310_1.jpg?v=638545063152700000,"L, M, S, XS"
Outlet,2,5,Camisa manga corta para niño,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/857364/41048011-Naranja-12-0822_1.jpg?v=638545060030700000,"2T, 3T, 4T, 5T, 6"
Outlet,2,6,Jean super skinny para niña,119990.0,71994.0,https://offcorss.vtexassets.com/arquivos/ids/853159/42361301-Indigo-Dirty_1.jpg?v=638515690373870000,"2T, 3T, 4T, 5T, 6"
Outlet,2,7,Chaleco para niña con bolsillos de parche,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/857814/42280001-Amarillo-11-0604_1.jpg?v=638545062114900000,"XS, XXS"
Outlet,2,8,Tenis para niña deportivos,165990.0,99594.0,https://offcorss.vtexassets.com/arquivos/ids/856302/52106031-Arena-12-0602_1.jpg?v=638540350074970000,"30, 31, 32, 33, 34, 35, 36, 37, 38, 39"
Outlet,2,9,Camiseta para niño manga corta con bolsillo,65990.0,39594.0,https://offcorss.vtexassets.com/arquivos/ids/857951/51343301-Arena-12-0602_1.jpg?v=638545062779570000,"10, 12, 14, 16, 8"
Outlet,2,10,Conjunto para niño de camiseta + bermuda,109990.0,65994.0,https://offcorss.vtexassets.com/arquivos/ids/857419/41122141-Naranja-12-0822_1.jpg?v=638545060328970000,"2T, 3T, 4T, 5T, 6"
Outlet,2,11,Camiseta para niño manga corta con bolsillo,49990.0,29994.0,https://offcorss.vtexassets.com/arquivos/ids/857509/41337591-Gris-14-4104_1.jpg?v=638545060713400000,"2T, 3T, 4T, 5T, 6"
Outlet,2,12,Camiseta para niño tipo polo,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/857991/51343341-Verde-13-6009_1.jpg?v=638545062958830000,"10, 12, 14, 16, 8"
Outlet,2,13,Overall largo para niña con bolsillos,119990.0,71994.0,https://offcorss.vtexassets.com/arquivos/ids/857579/42082381-Amarillo-11-0604_1.jpg?v=638545061075670000,"2T, 3T, 4T, 5T, 6"
Outlet,2,14,Tenis para niño con bloques de color,155990.0,93594.0,https://offcorss.vtexassets.com/arquivos/ids/856989/41106251-Azul-19-4150_1.jpg?v=638542495001070000,"22, 23, 24, 25, 26, 27, 28, 29"
Outlet,2,15,Vestido para niña manga corta con frente cruzado,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/858233/52018991-Verde-12-0741_1.jpg?v=638550369813030000,"10, 12, 14, 16, 8"
Outlet,2,16,Camiseta para niño tipo polo con bolsillo,75990.0,45594.0,https://offcorss.vtexassets.com/arquivos/ids/857529/41337611-Naranja-12-0822_1.jpg?v=638545060801500000,"2T, 3T, 4T, 5T, 6"
Outlet,2,17,Conjunto para niña de camiseta manga corta + pantalón,159990.0,95994.0,https://offcorss.vtexassets.com/arquivos/ids/858323/52121552-Blanco-10-0000_1.jpg?v=638550370177570000,"10, 12, 14, 16, 8"
Outlet,2,18,Bermuda para niño con bolsillo asimétrico,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/857941/51290341-Cafe-19-0913_1.jpg?v=638545062720730000,"10, 12, 14, 16, 8"
Outlet,2,19,Camisa para niña manga corta con botones,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/858253/52046851-Violeta-14-3612_1.jpg?v=638550369899330000,"10, 12, 14, 16, 8"
Outlet,2,20,Conjunto para niña de camiseta manga corta + pantalón,159990.0,95994.0,https://offcorss.vtexassets.com/arquivos/ids/858303/52121551-Rosado-13-2006_1.jpg?v=638550370102270000,"10, 12, 14, 16, 8"
Outlet,2,21,Pantalón para niño con bolsillos asimétricos,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/857459/41265041-Verde-17-0613_1.jpg?v=638545060498330000,"2T, 3T, 4T, 5T, 6"
Outlet,2,22,Pantaloneta de baño para bebé niño,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/830639/41058551-Azul-18-3949_1.jpg?v=638423226576830000,"12M, 18M, 24M, 6-9M"
Outlet,2,23,Pantaloneta de baño para bebé niño,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/854498/41058751-Gris-13-0002_1.jpg?v=638532847447270000,"12M, 18M, 24M, 6-9M"
Outlet,2,24,Camiseta de baño manga larga para bebé niño,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/830713/41337001-Azul-19-3921_1.jpg?v=638423227057530000,"12M, 18M, 24M, 6-9M"
Outlet,3,1,Camiseta de baño manga larga para bebé niño,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/830794/41337021-Azul-18-3949_1.jpg?v=638423227681170000,"12M, 18M, 24M, 6-9M"
Outlet,3,2,Vestido de baño entero manga sisa para bebé niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/831722/42022101-Fucsia-17-2435_1.jpg?v=638423268171530000,"12M, 18M, 24M, 6-9M"
Outlet,3,3,Vestido de baño bikini doble faz para bebé niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/830965/42022131-Fucsia-17-2435_1.jpg?v=638423229832600000,"12M, 18M, 24M, 6-9M"
Outlet,3,4,Vestido de baño entero manga sisa para bebé niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/849011/42022201-Naranja-16-1462_1.jpg?v=638497574558230000,"12M, 18M, 24M, 6-9M"
Outlet,3,5,Camiseta de baño manga larga para bebé niño,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/848865/41337421-Gris-13-0002_1.jpg?v=638497573730570000,"12M, 18M, 24M, 6-9M"
Outlet,3,6,Vestido de baño entero para bebé niña,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/848993/42022191-Violeta-14-3812_1.jpg?v=638497574368770000,"12M, 18M, 24M, 6-9M"
Outlet,3,7,Vestido de baño entero manga sisa para bebé niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/849029/42022211-Naranja-16-1462_1.jpg?v=638497574752600000,"12M, 18M, 24M, 6-9M"
Outlet,3,8,Pantaloneta de baño para bebé niño,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/830676/41058561-Azul-19-3921_1.jpg?v=638423226806670000,"12M, 18M, 24M, 6-9M"
Outlet,3,9,Vestido de baño tankini para bebé niña,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/848975/42022181-Naranja-16-1462_1.jpg?v=638497574288070000,"12M, 18M, 24M, 6-9M"
Outlet,3,10,Pantalón de sudadera para niño,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/858528/41264491-Rojo-18-1660_1.jpg?v=638551771659800000,"2T, 3T, 4T, 5T, 6"
Outlet,3,11,Pantaloneta de baño para niño,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/854314/41020041-Azul-19-4024_1.jpg?v=638532208637300000,"2T, 3T, 4T, 5T, 6"
Outlet,3,12,Camiseta de pijama para niño,45990.0,27594.0,https://offcorss.vtexassets.com/arquivos/ids/863485/41337043-Verde-12-6205_5.jpg?v=638600295704430000,"2T, 3T, 4T, 5T, 6"
Outlet,3,13,Pantalón largo de pijama para niña,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/858551/52270731-Rosado-14-2710_1.jpg?v=638551798689300000,"10, 12, 14, 16, 8"
Outlet,3,14,Denim silueta super skinny para niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/854327/42361082-Indigo-Medio_1.jpg?v=638532288080870000,"2T, 3T, 4T, 5T"
Outlet,3,15,Pantalón con cargaderas para bebé niño,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/860509/31067541-Cafe-16-1336_1.jpg?v=638563009674430000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,3,16,Vestido tipo camisa manga larga para niña,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/854270/52018271-Blanco-10-0000_1.jpg?v=638527858584330000,"10, 12, 14, 16, 8"
Outlet,3,17,Buzo cerrado de personaje para bebé niño,84900.0,50940.0,https://offcorss.vtexassets.com/arquivos/ids/860581/31134181-Beige-12-0804_1.jpg?v=638563010070100000,"12M, 18M, 24M, 3-6M, 6-9M"
Outlet,3,18,Camisa manga corta con boleros para niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/854240/42045711-Gris-11-0601_1.jpg?v=638527858442170000,"2T, 3T, 4T, 5T, 6"
Outlet,3,19,Denim silueta super slim para niño,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/854260/51361411-Indigo-Black_1.jpg?v=638527858545800000,"10, 12, 14, 16, 8"
Outlet,3,20,Body manga corta para bebé niño,36990.0,22194.0,https://offcorss.vtexassets.com/arquivos/ids/854228/33113521-Amarillo-12-0824_1.jpg?v=638527858391870000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,3,21,Body manga corta con hombro cruzado para bebé niño,35990.0,21594.0,https://offcorss.vtexassets.com/arquivos/ids/860533/31118071-Azul-17-4111_1.jpg?v=638563009798700000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,3,22,Body manga larga con hombro cruzado para bebé niña,36990.0,22194.0,https://offcorss.vtexassets.com/arquivos/ids/863478/32117882-Rosado-14-1907_2.jpg?v=638600256474630000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,3,23,Bermuda para niño,65990.0,39594.0,https://offcorss.vtexassets.com/arquivos/ids/858493/41058241-Verde-19-5220_1.jpg?v=638551069286830000,"2T, 3T, 4T, 5T, 6"
Outlet,3,24,Camisa manga larga con bolero para niña,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/854321/42045251-Amarillo-15-1046_1.jpg?v=638532214281630000,"24, 2T, 3T, 4T, 5T"
Outlet,4,1,Buzo cerrado con capucha para niña,109990.0,65994.0,https://offcorss.vtexassets.com/arquivos/ids/854333/52534141-Rosado-15-1515_1.jpg?v=638532292008430000,"10, 12, 14, 16, 8"
Outlet,4,2,Enterizo corto para niña,95990.0,47995.0,https://offcorss.vtexassets.com/arquivos/ids/854290/52210361-Amarillo-15-1046_1.jpg?v=638527858660800000,"10, 12, 14, 16, 8"
Outlet,4,3,Denim silueta super skinny para niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/854329/42361081-Indigo-Claro_1.jpg?v=638532289032100000,"2T, 3T, 4T, 5T"
Outlet,4,4,Pantalón con prenses para niña,135990.0,81594.0,https://offcorss.vtexassets.com/arquivos/ids/854331/52270602-Violeta-13-3820_1.jpg?v=638532290334800000,"10, 12, 14, 16, 8"
Outlet,4,5,Pantaloneta de baño para niño,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/854312/41020043-Verde-13-5313_1.jpg?v=638532207337330000,"2T, 3T, 4T, 5T, 6"
Outlet,4,6,Buzo estampado cerrado para bebé niña,49990.0,29994.0,https://offcorss.vtexassets.com/arquivos/ids/858473/32134421-Rosado-12-1305_1.jpg?v=638550982682970000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,4,7,Body manga larga con corbatín para bebé niño,85990.0,51594.0,https://offcorss.vtexassets.com/arquivos/ids/860557/31118311-Blanco-10-0000_1.jpg?v=638563009967670000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,4,8,Falda midi con bolsillo de parche para niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/854280/52075801-Gris-13-4108_1.jpg?v=638527858622100000,"10, 12, 14, 16, 8"
Outlet,4,9,Falda-short con boleros para niña,65990.0,26396.0,https://offcorss.vtexassets.com/arquivos/ids/854250/42074112-Amarillo-15-1046_1.jpg?v=638527858498530000,"24, 2T, 3T, 4T, 5T"
Outlet,4,10,Overall corto tipo jardinera para niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/860606/52018611-Indigo-Claro_1.jpg?v=638563010206530000,"10, 12, 16, 8"
Outlet,4,11,Short con bolsillos para niña,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/858543/52055711-Cafe-15-1220_1.jpg?v=638551788704030000,"10, 12, 16, 8"
Outlet,4,12,Jogger tipo cargo para niña,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/860622/52270252-Gris-19-4007_1.jpg?v=638563010283570000,"12, 16, 8"
Outlet,4,13,Camiseta de pijama para niño,59990.0,35994.0,https://offcorss.vtexassets.com/arquivos/ids/858555/53230101-Cafe-12-0601_1.jpg?v=638551834900670000,"12, 14, 16, 8"
Outlet,4,14,Pantalón silueta ancha para niña,129990.0,77994.0,https://offcorss.vtexassets.com/arquivos/ids/854300/52270562-Cafe-12-0601_1.jpg?v=638527858698630000,"10, 12, 14, 16, 8"
Outlet,4,15,Pantalón para niño,105990.0,63594.0,https://offcorss.vtexassets.com/arquivos/ids/784400/41264392-Cafe-17-1052_1.jpg?v=638160830255330000,"2T, 3T, 4T, 5T, 6"
Outlet,4,16,Camiseta para niña con frente cruzado,55990.0,33594.0,https://offcorss.vtexassets.com/arquivos/ids/817268/52344071-Negro-19-4008_1.jpg?v=638336837851930000,"10, 12, 14, 16, 8"
Outlet,4,17,Jean slouchy para niña,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/854172/42361152-Indigo-Claro_1.jpg?v=638527858165800000,"2T, 3T, 4T, 5T, 6"
Outlet,4,18,Camisa con boleros para niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/827127/42045582-Violeta-13-3820_1.jpg?v=638385314580330000,"2T, 3T, 4T, 5T, 6, 2T, 3T, 4T, 5T, 6"
Outlet,4,19,Camiseta para niño manga larga,59990.0,35994.0,https://offcorss.vtexassets.com/arquivos/ids/849602/41334801-Gris-Jaspe_1.jpg?v=638497577783300000,"24, 2T, 3T, 4T, 5T"
Outlet,4,20,Pantaloneta de baño para niño,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/853842/41020042-Azul-14-4214_1.jpg?v=638527856539470000,"2T, 3T, 4T, 5T, 6"
Outlet,4,21,Pantalón sudadera para niña,85990.0,51594.0,https://offcorss.vtexassets.com/arquivos/ids/854152/42264072-Violeta-14-3206_1.jpg?v=638527858084630000,"2T, 3T, 4T, 5T, 6"
Outlet,4,22,Vestido de baño entero para niña,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850321/52023282-Rosado-15-1626_1.jpg?v=638500905820700000,"10, 12, 14, 16, 8"
Outlet,4,23,Body tipo kimon para bebé niño unisex manga larga,42990.0,25794.0,https://offcorss.vtexassets.com/arquivos/ids/850158/33113232-Blanco-11-4202_1.jpg?v=638500904889830000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,4,24,Leggings para niña,50990.0,30594.0,https://offcorss.vtexassets.com/arquivos/ids/854132/42263541-Rosado-11-1408_1.jpg?v=638527858007800000,"2T, 3T, 4T, 5T, 6"
Outlet,5,1,Vestido de baño entero para niña,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/853971/42021731-Amarillo-12-0740_1.jpg?v=638527857209030000,"2T, 3T, 4T, 5T, 6"
Outlet,5,2,Chaqueta beisbolera para niño,149990.0,89994.0,https://offcorss.vtexassets.com/arquivos/ids/850231/51532241-Negro-19-4008_1.jpg?v=638500905325530000,"10, 12, 14, 16, 8"
Outlet,5,3,Jean slouchy para niña,115990.0,69594.0,https://offcorss.vtexassets.com/arquivos/ids/806959/42361152-Indigo-Medio_1.jpg?v=638284889036400000,"2T, 3T, 4T, 5T, 6"
Outlet,5,4,Camisa leñadora para niño manga larga,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/853852/41047721-Gris-11-0601_1.jpg?v=638527856600870000,"2T, 3T, 4T, 5T, 6"
Outlet,5,5,Pantalón sudadera para niña,85990.0,51594.0,https://offcorss.vtexassets.com/arquivos/ids/854154/42264071-Coral-14-1228_1.jpg?v=638527858092500000,"2T, 3T, 4T, 5T, 6"
Outlet,5,6,Camiseta oversize para niña,49990.0,29994.0,https://offcorss.vtexassets.com/arquivos/ids/807256/52344862-Rosado-15-1611_1.jpg?v=638284890301770000,"10, 12, 14, 16, 8"
Outlet,5,7,Camiseta para niña con frente cruzado,55990.0,33594.0,https://offcorss.vtexassets.com/arquivos/ids/850413/52344071-Rosado-16-1440_1.jpg?v=638500906323800000,"10, 12, 14, 16, 8"
Outlet,5,8,Body manga corta para bebé niña,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/849920/32118152-Gris-14-4103_1.jpg?v=638500903371030000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,5,9,Camiseta para niña manga corta,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/787897/42241667-Violeta-14-3812_1.jpg?v=638131914502570000,"2T, 3T, 4T, 5T"
Outlet,5,10,Conjunto body + bermuda para recién nacido niño,95990.0,57594.0,https://offcorss.vtexassets.com/arquivos/ids/849738/31125341-Amarillo-13-0942_1.jpg?v=638500902400030000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,5,11,Camiseta para bebé niño unisex manga corta,46990.0,28194.0,https://offcorss.vtexassets.com/arquivos/ids/850112/33037831-Gris-11-0601_1.jpg?v=638500904658070000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,5,12,Chaqueta blazer para niño,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/784440/41530452-Cafe-18-1148_1.jpg?v=638160829239800000,"2T, 3T, 4T, 5T, 6"
Outlet,5,13,Camiseta para niña manga corta,52990.0,31794.0,https://offcorss.vtexassets.com/arquivos/ids/806919/42243032-Azul-19-4024_1.jpg?v=638284888866170000,"2T, 3T, 4T, 5T, 6"
Outlet,5,14,Pijama para niña camiseta manga larga + pantalón,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850341/52093992-Azul-16-4013_1.jpg?v=638500905921400000,"10, 12, 14, 16, 8"
Outlet,5,15,Body para bebé niño manga corta,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/850136/33113192-Gris-Jaspe_1.jpg?v=638500904784500000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,5,16,Vestido para niña con abertura en hombro,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850271/52018901-Cafe-12-0601_1.jpg?v=638500905577470000,"10, 12, 14, 16, 8"
Outlet,5,17,Camiseta para niña manga corta,52990.0,31794.0,https://offcorss.vtexassets.com/arquivos/ids/854092/42243032-Rosado-11-1408_1.jpg?v=638527857827170000,"2T, 3T, 4T, 5T, 6"
Outlet,5,18,Vestido para niña con abertura en hombro,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850281/52018911-Cafe-15-1216_1.jpg?v=638500905627330000,"10, 12, 14, 16, 8"
Outlet,5,19,Vestido para niña con abertura en hombro,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850283/52018912-Rosado-12-1310_1.jpg?v=638500905636400000,"10, 12, 14, 16, 8"
Outlet,5,20,Body kimono manga larga para bebé niña,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/849900/32118141-Rosado-11-1408_1.jpg?v=638500903239130000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,5,21,Camiseta para niña manga corta,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/854072/42241667-Gris-11-0601_1.jpg?v=638527857741370000,"24, 2T, 3T, 4T, 5T"
Outlet,5,22,Camisa con boleros para niña,75990.0,45594.0,https://offcorss.vtexassets.com/arquivos/ids/853997/42045502-Rosado-11-1408_1.jpg?v=638527857331030000,"2T, 3T, 4T, 5T, 6"
Outlet,5,23,Vestido para niña con abertura en hombro,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850285/52018913-Rosado-13-2005_1.jpg?v=638500905645300000,"10, 12, 14, 16, 8"
Outlet,5,24,Jean super skinny para niña,119990.0,71994.0,https://offcorss.vtexassets.com/arquivos/ids/850447/52361292-Indigo-Medio_1.jpg?v=638500906516170000,"10, 12, 14, 16, 6, 8"
Outlet,6,1,Set x 2 bodies para bebé niño,69990.0,41994.0,https://offcorss.vtexassets.com/arquivos/ids/849832/31201581-Gris-11-0601_1.jpg?v=638500902890670000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,2,Chaqueta blazer para niño,125990.0,75594.0,https://offcorss.vtexassets.com/arquivos/ids/863462/41530451-Azul-19-4027_1.jpg?v=638600164394600000,"2T, 3T, 4T, 5T, 6"
Outlet,6,3,Body kimono manga larga para bebé niña,39990.0,23994.0,https://offcorss.vtexassets.com/arquivos/ids/828384/32118141-Rosado-12-2902_1.jpg?v=638410227661330000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,4,Camisa con boleros para niña,75990.0,45594.0,https://offcorss.vtexassets.com/arquivos/ids/800144/42045502-Gris-11-0601_1.jpg?v=638228760659300000,"2T, 3T, 4T, 5T, 6"
Outlet,6,5,Conjunto para bebé niña de body + leggings,69990.0,41994.0,https://offcorss.vtexassets.com/arquivos/ids/850014/32125162-Rosado-13-2005_1.jpg?v=638500904174300000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,6,Conjunto para bebé niña de body + vestido,119990.0,71994.0,https://offcorss.vtexassets.com/arquivos/ids/850062/32125251-Cafe-12-0601_1.jpg?v=638500904414500000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,7,Vestido de baño entero para niña,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/853969/42021732-Rosado-15-1626_1.jpg?v=638527857200300000,"2T, 3T, 4T, 5T, 6"
Outlet,6,8,Vestido para niña con cargaderas para anudar,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850241/52018592-Naranja-15-1239_1.jpg?v=638500905385670000,"10, 12, 14, 16, 8"
Outlet,6,9,Overall para bebé niña,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/849876/32081185-Gris-11-0601_1.jpg?v=638500903127600000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,10,Jean tipo jogger para niño,139990.0,83994.0,https://offcorss.vtexassets.com/arquivos/ids/821893/51361661-Indigo-Claro_1.jpg?v=638357857847600000,"10, 12, 14, 16, 8"
Outlet,6,11,Chaqueta blazer para niño,159990.0,95994.0,https://offcorss.vtexassets.com/arquivos/ids/863470/51531632-Azul-19-4013_1.jpg?v=638600193451370000,"10, 12, 14, 16, 8"
Outlet,6,12,Conjunto para bebé niña de body + short,99990.0,59994.0,https://offcorss.vtexassets.com/arquivos/ids/850086/32125352-Cafe-16-1010_1.jpg?v=638500904527200000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,13,Jean tipo jogger para niño,139990.0,83994.0,https://offcorss.vtexassets.com/arquivos/ids/850211/51361661-Indigo_1.jpg?v=638500905214000000,"10, 12, 14, 16, 8"
Outlet,6,14,Conjunto para bebé niña de camiseta manga larga + sudadera,69990.0,41994.0,https://offcorss.vtexassets.com/arquivos/ids/849966/32125132-Rosado-13-2005_1.jpg?v=638500903789500000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,15,Jean super skinny para niña,119990.0,71994.0,https://offcorss.vtexassets.com/arquivos/ids/850445/52361291-Indigo-Claro_1.jpg?v=638500906506800000,"10, 12, 14, 16, 6, 8"
Outlet,6,16,Falda short para niña,79990.0,47994.0,https://offcorss.vtexassets.com/arquivos/ids/802563/42074261-Cafe-12-0601_1.jpg?v=638247066299930000,"2T, 3T, 4T, 5T, 6, 2T, 3T, 4T, 5T, 6"
Outlet,6,17,Vestido de baño entero para niña,89990.0,53994.0,https://offcorss.vtexassets.com/arquivos/ids/853967/42021733-Blanco-10-0000_1.jpg?v=638527857188900000,"2T, 3T, 4T, 5T, 6"
Outlet,6,18,Set x 2 bodies para bebé niño,69990.0,41994.0,https://offcorss.vtexassets.com/arquivos/ids/849828/31201582-Blanco-10-0000_1.jpg?v=638500902869500000,"0-3M, 12M, 18M, 24M, 3-6M, 6-9M"
Outlet,6,19,Leggings para niña,45990.0,27594.0,https://offcorss.vtexassets.com/arquivos/ids/791424/42263781-Rosado-12-1305-tv_1.jpg?v=638150094088930000,"2T, 3T, 4T, 5T, 6"
Outlet,6,20,Leggings para niña,45990.0,27594.0,https://offcorss.vtexassets.com/arquivos/ids/854142/42263781-Verde-12-6205_1.jpg?v=638527858048570000,"2T, 3T, 4T, 5T, 6"
Outlet,6,21,Camisa leñadora para niño manga larga,128990.0,77394.0,https://offcorss.vtexassets.com/arquivos/ids/850176/51049011-Gris-11-0601_1.jpg?v=638500904972700000,"10, 12, 14, 16, 8"
Outlet,6,22,Camiseta oversize para niño manga corta,45990.0,27594.0,https://offcorss.vtexassets.com/arquivos/ids/853879/41337111-Gris-18-5203_1.jpg?v=638527856738900000,"2T, 3T, 4T, 5T, 6"
Outlet,6,23,Camiseta oversize para niño manga corta,45990.0,27594.0,https://offcorss.vtexassets.com/arquivos/ids/853885/41337113-Verde-17-0535_1.jpg?v=638527856769230000,"2T, 3T, 4T, 5T, 6"
Outlet,6,24,Conjunto para niña de vestido + leggings,135990.0,81594.0,https://offcorss.vtexassets.com/arquivos/ids/854052/42122321-Cafe-12-0601_1.jpg?v=638527857629900000,"2T, 3T, 4T, 5T, 6"
